校名,學系名稱,採計科目及加權(含學測、分科及術科),錄取分數,平均
國立政治大學,歐洲語文學系西班牙文組,國x1.50、英x1.50、數Bx1.00、地x1.00、歷x1.00,289.5,48.25
國立政治大學,東南亞語言與文化學士學位學程越文組,國x1.50、英x1.50、地x1.00、歷x1.00、公x1.00,294,49.00
國立政治大學,東南亞語言與文化學士學位學程泰文組,國x1.50、英x1.50、地x1.00、歷x1.00、公x1.00,297.5,49.58
國立政治大學,"東南亞語言與文化學士學位學程印尼文
組",國x1.50、英x1.50、地x1.00、歷x1.00、公x1.00,295.5,49.25
國立政治大學,法律學系,國x1.00、英x2.00、數Bx1.00、歷x1.00、公x1.00,307,51.17
國立政治大學,應用數學系,英x1.00、數甲x2.00、物x1.00、化x1.00,196,39.20
國立政治大學,心理學系,國x1.00、英x1.25、數甲x1.00,150,46.15
國立政治大學,資訊科學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,222,44.40
國立政治大學,資訊科學系(人工智慧組),國x1.00、英x1.50、數甲x1.50、物x1.00,231,46.20
國立政治大學,創新國際學院學士班,國x1.00、英x2.00、數Bx1.50、公x1.50,294.5,49.08
高雄醫學大學,醫學系(自費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,264,52.80
高雄醫學大學,醫學系(公費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,254,50.80
高雄醫學大學,運動醫學系,英x1.50、數甲x1.00、生x1.50,120.5,30.12
高雄醫學大學,呼吸治療學系,英x1.25、物x1.00、化x1.25、生x1.25,171.5,36.11
高雄醫學大學,牙醫學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,259,51.80
高雄醫學大學,口腔衛生學系,國x1.50、英x1.00、數甲x1.00、生x1.50,158,31.60
高雄醫學大學,藥學系,國x1.00、英x1.00、物x1.00、化x1.25、生x1.25,281.25,51.14
高雄醫學大學,香粧品學系,國x1.00、英x2.00、數甲x1.00、化x2.00、生x2.00,241,30.12
高雄醫學大學,護理學系,國x1.25、英x2.00、數Ax1.00、生x2.00,228.75,36.60
高雄醫學大學,醫學檢驗生物技術學系,國x1.00、英x1.00、化x1.00、生x1.00,183,45.75
高雄醫學大學,醫學影像暨放射科學系,英x1.00、數甲x1.00、物x1.50、化x1.25、生x1.25,216.25,36.04
高雄醫學大學,公共衛生學系,國x1.00、英x2.00、數甲x2.00、化x1.00、生x1.75,232.5,30.00
高雄醫學大學,職能治療學系,國x1.50、英x1.50、物x1.00、生x1.50,252,45.82
高雄醫學大學,物理治療學系,國x1.00、英x2.00、數甲x1.50、物x1.00、生x1.50,308,44.00
高雄醫學大學,醫務管理暨醫療資訊學系,國x1.50、英x2.00、數甲x2.00,162,29.45
高雄醫學大學,醫藥暨應用化學系醫藥化學組,英x1.50、數甲x1.50、化x1.50、生x1.00,193,35.09
高雄醫學大學,醫藥暨應用化學系應用化學組,英x1.50、數甲x1.50、物x1.00、化x1.50,173,31.45
高雄醫學大學,生物醫學暨環境生物學系,國x1.00、英x1.50、數甲x1.00、化x1.25、生x1.50,197.25,31.56
高雄醫學大學,生物科技學系,英x1.25、數甲x1.00、化x1.25、生x1.75,170.5,32.48
高雄醫學大學,生命科學院學士班,英x1.00、化x1.00、生x1.00,105,35.00
高雄醫學大學,心理學系,國x1.00、英x2.00、生x1.00,182,45.50
高雄醫學大學,醫學社會學與社會工作學系,國x2.00、英x2.00、歷x1.00、公x1.00,216,36.00
中原大學,應用數學系,國x1.25、英x1.00、數甲x2.00,107.25,25.24
中原大學,物理學系物理組,英x1.00、數甲x1.50、物x2.00,111,24.67
中原大學,物理學系光電與材料科學組,英x1.00、數甲x1.50、物x2.00,121.5,27.00
中原大學,化學系化學組,英x1.00、數甲x1.00、物x1.00、化x2.00,127,25.40
中原大學,化學系材料化學組,英x1.00、數甲x1.00、物x1.00、化x2.00,131,26.20
中原大學,心理學系,國x1.50、英x2.00、數甲x2.00,164.5,29.91
中原大學,生物科技學系,英x1.50、化x1.50、生x2.00,145.5,29.10
中原大學,化學工程學系綠能製程組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,142,28.40
中原大學,化學工程學系生化工程組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,152,30.40
中原大學,化學工程學系材料工程組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,166,33.20
中原大學,土木工程學系,國x2.00、數甲x1.50、物x2.00,149,27.09
中原大學,機械工程學系,國x2.00、英x1.00、數甲x2.00、物x2.00、化x1.00,227,28.38
中原大學,生物醫學工程學系,數甲x2.00、物x2.00、化x1.75,146.25,25.43
中原大學,環境工程學系,國x2.00、英x1.00、數甲x1.00、化x2.00,179,29.83
中原大學,電機資訊學院學士班,國x2.00、英x2.00、數甲x1.00,184,36.80
中原大學,工業與系統工程學系工程組,國x1.00、英x1.00、數甲x1.00,92,30.67
中原大學,工業與系統工程學系管理組,國x2.00、英x2.00、數Ax2.00、公x1.00,204,29.14
中原大學,電子工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00,139,34.75
中原大學,資訊工程學系,國x2.00、英x2.00、數甲x1.00,196,39.20
中原大學,電機工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00,150,37.50
中原大學,電機資訊學院智慧運算與大數據學士班,國x1.00、英x1.00、數甲x1.00,98,32.67
中原大學,企業管理學系服務業管理組,國x2.00、英x1.00、數Bx1.00、歷x2.00,197,32.83
中原大學,企業管理學系高科技業管理組,國x2.00、英x1.00、數Bx1.00、歷x2.00,206,34.33
中原大學,企業管理學系工商管理組,國x2.00、英x1.00、數Bx1.00、公x2.00,197,32.83
中原大學,國際經營與貿易學系,國x1.75、英x2.00、公x1.00,159.25,33.53
中原大學,會計學系,國x1.00、英x1.00、地x1.00、歷x1.00、公x1.00,180,36.00
中原大學,資訊管理學系,國x1.50、英x1.50、公x1.00,150.5,37.62
中原大學,財務金融學系,國x1.75、英x2.00、數Bx2.00、地x1.00、歷x1.00,250.75,32.35
中原大學,財經法律學系財貿法組,國x1.50、英x1.50、數Bx1.00、歷x1.00、公x1.50,255.5,39.31
中原大學,財經法律學系科技法組,國x1.50、英x1.75、數Bx1.00、歷x1.00、公x1.25,255.5,39.31
中原大學,建築學系,國x1.75、英x1.75、數甲x2.00、物x1.00、化x1.00,247.5,33.00
中原大學,室內設計學系,國x2.00、英x1.00、地x1.50、歷x2.00,285,43.85
中原大學,商業設計學系商業設計組,國x2.00、英x2.00、地x1.00、歷x1.50,228.5,35.15
中原大學,商業設計學系產品設計組甲類,英x1.00、公x1.00、術科x2.00,202,50.50
中原大學,商業設計學系產品設計組乙類,國x1.00、英x1.00、物x2.00,132,33.00
中原大學,地景建築學系,地x2.00、歷x2.00、公x1.00,204,40.80
中原大學,特殊教育學系,國x1.50、英x1.50、數Bx1.00、公x1.00,127,25.40
中原大學,應用外國語文學系,國x1.50、英x2.00、歷x1.00,137,30.44
中原大學,應用華語文學系,國x2.00、英x1.75、歷x1.25,152.75,30.55
東海大學,中國文學系,國x2.00、歷x1.00、公x1.00,131,32.75
東海大學,外國語文學系,國x1.00、英x2.00、歷x1.00,107,26.75
東海大學,歷史學系,國x1.50、社x1.00、歷x2.00,171,38.00
東海大學,日本語言文化學系,國x1.50、英x1.50、公x1.75,156,32.84
東海大學,哲學系,國x1.00、歷x1.50、公x1.50,125,31.25
東海大學,應用物理學系,國x1.00、英x1.00、數甲x1.00,77,25.67
東海大學,化學系化學組,國x1.00、英x1.00、化x2.00,113,28.25
東海大學,化學系化學生物組,英x1.00、自x1.00、化x2.00,103,25.75
東海大學,生命科學系生物醫學組,英x2.00、化x1.50、生x2.00,152,27.64
東海大學,生命科學系生態暨生物多樣性組,國x1.75、英x2.00、生x2.00,174.25,30.30
東海大學,應用數學系,國x1.00、英x1.00、數Ax1.00、數甲x1.00,101,25.25
東海大學,化學工程與材料工程學系,數甲x2.00、物x1.00、化x2.00,104,20.80
東海大學,"工業工程與經營資訊學系(智慧設計與生
產組)",國x2.00、英x2.00、物x1.00,158,31.60
東海大學,"工業工程與經營資訊學系(智慧經營與管
理組)",國x2.00、英x2.00、公x1.75,161,28.00
東海大學,環境科學與工程學系,國x2.00、英x1.50、數甲x1.00、化x2.00,160,24.62
東海大學,資訊工程學系(資電工程組),英x2.00、自x1.50、數甲x2.00,154,28.00
東海大學,資訊工程學系(人工智慧組),英x2.00、數Ax2.00、物x1.50,153.5,27.91
東海大學,資訊工程學系(軟體工程組),國x1.50、英x2.00、物x2.00,176.5,32.09
東海大學,電機工程學系,國x2.00、數Ax1.00、物x1.00,145,36.25
東海大學,企業管理學系,國x1.50、英x1.00、公x2.00,147.5,32.78
東海大學,國際經營與貿易學系,國x2.00、英x2.00、數Bx1.00、公x1.50,199,30.62
東海大學,會計學系,國x1.00、英x1.00、數Bx1.00、公x2.00,151,30.20
東海大學,財務金融學系,國x1.00、英x1.50、數Bx1.00、公x1.00,137,30.44
東海大學,統計學系(巨量資料管理組),國x1.00、數Ax1.00、數甲x2.00,93,23.25
東海大學,統計學系(決策管理組),國x1.00、數Bx1.00、公x2.00,115,28.75
東海大學,資訊管理學系,英x2.00、數Bx2.00、公x1.75,162.75,28.30
東海大學,經濟學系一般經濟組,國x1.00、英x2.00、公x2.00,141,28.20
東海大學,經濟學系產業經濟組,國x1.00、英x2.00、公x2.00,137,27.40
東海大學,政治學系政治理論組,國x1.75、英x2.00、公x2.00,192.75,33.52
東海大學,政治學系國際關係組,國x1.75、英x2.00、公x2.00,192.5,33.48
東海大學,行政管理暨政策學系,國x1.00、社x2.00、公x1.00,152,38.00
東海大學,社會學系,國x1.75、社x2.00、公x2.00,204.5,35.57
東海大學,社會工作學系,國x2.00、英x1.00、公x2.00,163,32.60
東海大學,畜產與生物科技學系,國x1.00、英x1.00、生x2.00,121,30.25
東海大學,食品科學系(A組),國x1.50、數Ax1.00、生x2.00,142.5,31.67
東海大學,食品科學系(B組),國x1.50、數Bx1.00、化x2.00,131.5,29.22
東海大學,餐旅管理學系,英x1.50、數Bx1.25、公x1.00,75.5,20.13
東海大學,美術學系,國x2.00、英x1.00、歷x1.00、術科x2.00,266.4,44.40
東海大學,音樂學系,國x1.00、英x1.00、歷x1.00、術科x2.00,177.28,35.46
東海大學,建築學系(A組),英x1.50、數Ax1.50、物x1.50、化x1.00,212.5,38.64
東海大學,建築學系(B組),國x1.00、英x1.50、數Bx1.50、歷x1.50,223.5,40.64
東海大學,工業設計學系(A組),國x2.00、英x2.00、物x1.00,176,35.20
東海大學,工業設計學系(B組),國x2.00、英x2.00、公x1.00,164,32.80
東海大學,景觀學系(A組),國x1.00、英x1.50、地x1.00,105,30.00
東海大學,景觀學系(B組),國x1.00、英x1.50、生x1.00,97,27.71
東海大學,高齡健康與運動科學學士學位學程,國x1.25、英x1.50、生x1.00,103.75,27.67
東海大學,法律學系,國x1.50、英x1.50、歷x1.00、公x1.50,237,43.09
東海大學,國際學院國際經營管理學位學程,國x1.00、英x2.00、數Bx1.00、公x1.00,124,24.80
東海大學,永續科學與管理學士學位學程,英x2.00、自x1.00、生x1.00,81,20.25
國立清華大學,中國文學系甲組(一般組),國x1.50、英x1.25、數Bx1.00、地x1.00、歷x1.00,268.5,46.70
國立清華大學,中國文學系乙組(華語文教學組),國x1.50、英x1.50、數Bx1.00、地x1.00、歷x1.00,275,45.83
國立清華大學,外國語文學系,國x1.50、英x2.00、數Bx1.00、地x1.00、歷x1.00,305.5,47.00
國立清華大學,人文社會學院學士班,國x1.50、英x1.50、數Bx1.50、歷x1.00、公x1.00,296,45.54
國立清華大學,教育與學習科技學系,國x2.00、英x2.00、數Bx1.00、歷x1.00,277,46.17
國立清華大學,幼兒教育學系,國x2.00、英x2.00、地x1.00、歷x1.50、公x1.00,357,47.60
國立清華大學,特殊教育學系,國x2.00、英x2.00、歷x1.00、公x1.00,280,46.67
國立清華大學,教育心理與諮商學系甲組,國x1.50、英x2.00、數Bx1.50、公x1.00,286,47.67
國立清華大學,教育心理與諮商學系乙組,國x1.50、英x2.00、數Bx1.50、生x1.00,294,49.00
國立清華大學,英語教學系,國x1.50、英x2.00、數Bx1.00、地x1.00、歷x1.00,298,45.85
國立清華大學,運動科學系,國x1.25、英x2.00、數甲x1.25,210.25,46.72
國立清華大學,竹師教育學院學士班甲組(雙專長組),國x1.00、英x2.00、數Bx2.00、生x1.50,314,48.31
國立清華大學,"竹師教育學院學士班乙組(永續發展教育
組)",國x1.00、英x2.00、數Bx1.00、地x1.75、公x1.50,333.25,45.97
國立清華大學,經濟學系第1組,國x1.00、英x2.00、數甲x2.00,225,45.00
國立清華大學,經濟學系第2組,國x1.00、英x2.00、數Ax2.00、地x1.00、歷x1.00,327,46.71
國立清華大學,科技管理學院學士班,英x1.00、數甲x1.50、物x1.00、化x1.00,202,44.89
國立清華大學,計量財務金融學系,國x1.00、英x1.50、數甲x1.50,188,47.00
國立清華大學,數學系甲組(數學組),英x1.50、數Ax1.00、數甲x2.00、物x1.50、化x1.00,318.5,45.50
國立清華大學,數學系乙組(應用數學組),英x1.50、數Ax1.00、數甲x2.00、物x1.50、化x1.00,316,45.14
國立清華大學,物理學系物理組(甲組一般組),國x1.00、英x1.00、數甲x1.50、物x1.50、化x1.00,283.5,47.25
國立清華大學,物理學系物理組(乙組天文物理組),國x1.00、英x1.00、數甲x1.50、物x1.50、化x1.00,285,47.50
國立清華大學,物理學系光電物理組,國x1.00、英x1.00、數甲x1.50、物x1.50、化x1.00,289,48.17
國立清華大學,化學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,233,46.60
國立清華大學,理學院學士班,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,232,46.40
國立清華大學,生醫工程與環境科學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,228,45.60
國立清華大學,工程與系統科學系甲組(低碳綠能組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,237,47.40
國立清華大學,"工程與系統科學系乙組(智慧奈米系統
組)",國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,241,48.20
國立清華大學,原子科學院學士班,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,233,46.60
國立清華大學,化學工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,240,48.00
國立清華大學,動力機械工程學系甲組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,249,49.80
國立清華大學,動力機械工程學系乙組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,237,47.40
國立清華大學,材料科學工程學系甲組,英x1.00、數甲x1.00、物x1.00、化x1.00,202,50.50
國立清華大學,材料科學工程學系乙組,英x1.00、數甲x1.00、物x1.00、化x1.00,197,49.25
國立清華大學,工業工程與工程管理學系,國x1.00、英x1.50、數甲x1.50、物x1.00、化x1.00,271,45.17
國立清華大學,工學院學士班,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,244,48.80
國立清華大學,電機工程學系甲組,英x1.00、數甲x1.00、物x1.00、化x1.00,222,55.50
國立清華大學,電機工程學系乙組,數甲x1.00、物x1.00、化x1.00,155,51.67
國立清華大學,資訊工程學系甲組(電子資訊組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,264,52.80
國立清華大學,資訊工程學系乙組(資訊工程組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,252,50.40
國立清華大學,資訊工程學系丙組(人工智慧組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,255,51.00
國立清華大學,電機資訊學院學士班甲組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,272,54.40
國立清華大學,電機資訊學院學士班乙組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,260,52.00
國立清華大學,生命科學系,英x1.25、數甲x1.00、物x1.00、化x1.25、生x1.25,247,42.96
國立清華大學,醫學科學系,英x1.50、數甲x1.00、物x1.00、化x1.50、生x1.50,291,44.77
國立清華大學,生命科學暨醫學院學士班,數甲x1.00、物x1.00、化x1.00、生x1.00,166,41.50
國立清華大學,藝術與設計學系創作組,國x1.50、英x1.00、歷x1.50、術科x2.00,307.86,51.31
國立清華大學,藝術與設計學系設計組,國x1.50、英x1.00、歷x1.50,196,49.00
國立清華大學,藝術學院學士班,國x1.50、英x1.50、自x1.00、物x1.00,233.5,46.70
中國醫藥大學,牙醫學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,258,51.60
中國醫藥大學,醫學系,國x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,268,53.60
中國醫藥大學,中醫學系甲組,國x1.25、英x1.00、數甲x1.25、化x1.00、生x1.00,284.75,51.77
中國醫藥大學,中醫學系乙組,國x1.25、英x1.00、數甲x1.25、化x1.00、生x1.00,283.5,51.55
中國醫藥大學,藥學系,國x1.00、英x1.00、數Ax1.00、化x1.00、生x1.00,256,51.20
中國醫藥大學,護理學系,國x1.00、英x1.00、生x1.00,120,40.00
中國醫藥大學,醫學檢驗生物技術學系,英x1.00、化x1.25、生x1.25,151.25,43.21
中國醫藥大學,營養學系,國x1.00、英x2.00、生x2.00,203,40.60
中國醫藥大學,物理治療學系,英x1.50、物x1.00、生x1.25,175.5,46.80
中國醫藥大學,生物科技學系,國x1.25、英x1.25、生x1.50,162.25,40.56
中國醫藥大學,運動醫學系,國x1.00、英x2.00、生x2.00,188,37.60
中國醫藥大學,中國藥學暨中藥資源學系,英x1.00、化x1.50、生x1.50,176.5,44.12
中國醫藥大學,藥用化妝品學系,英x1.00、化x1.00、生x1.00,103,34.33
中國醫藥大學,生物醫學影像暨放射科學學系,英x1.00、物x1.00、生x1.00,124,41.33
中國醫藥大學,公共衛生學院大一不分系,國x1.00、英x1.00、生x1.00,114,38.00
中國醫藥大學,生物醫學工程學系,國x1.50、英x1.50、生x1.00,181.5,45.38
國立陽明交通大學,電機工程學系甲組(電資國際組),英x2.00、數甲x1.00、物x1.00、化x1.00,279,55.80
國立陽明交通大學,電機工程學系乙組(電機工程組),英x1.50、數甲x1.00、物x1.50、化x1.50,292.5,53.18
國立陽明交通大學,電機工程學系丙組(醫學電資組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.50,291.5,53.00
國立陽明交通大學,光電工程學系,英x1.00、數甲x1.00、物x1.00、化x1.00,193,48.25
國立陽明交通大學,資訊工程學系甲組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,271,54.20
國立陽明交通大學,資訊工程學系乙組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,257,51.40
國立陽明交通大學,"奈米科學及工程學士學位學程甲組(主修
半導體)",國x1.00、英x1.00、數甲x1.50、物x1.50、化x1.00,295.5,49.25
國立陽明交通大學,"奈米科學及工程學士學位學程乙組(主修
奈米)",英x1.00、數甲x1.50、物x1.50、化x1.00,245,49.00
國立陽明交通大學,材料科學與工程學系甲組,英x1.00、自x1.00、數甲x1.00、物x1.00、化x1.00,253,50.60
國立陽明交通大學,材料科學與工程學系乙組,英x1.00、自x1.00、數甲x1.00、物x1.00、化x1.00,246,49.20
國立陽明交通大學,機械工程學系,英x1.00、數甲x1.00、物x1.00、化x1.00,182,45.50
國立陽明交通大學,土木工程學系,英x1.00、數甲x1.00、物x1.00、化x1.00,169,42.25
國立陽明交通大學,理學院科學學士學位學程甲組,英x1.00、數甲x1.00、物x1.00、化x1.00,190,47.50
國立陽明交通大學,電子物理學系光電與奈米科學組,英x1.00、數甲x1.00、物x1.00、化x1.00,196,49.00
國立陽明交通大學,電子物理學系電子物理組,英x1.00、數甲x1.00、物x1.00、化x1.00,194,48.50
國立陽明交通大學,應用化學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.50,252.5,45.91
國立陽明交通大學,應用數學系,英x1.50、數甲x2.00、物x1.50、化x1.00,275.5,45.92
國立陽明交通大學,生物科技學系甲組,英x1.25、數甲x1.00、物x1.00、化x1.25、生x1.50,263.5,43.92
國立陽明交通大學,生物科技學系乙組,英x1.00、數甲x1.25、物x1.25、化x1.25,209.5,44.11
國立陽明交通大學,資訊管理與財務金融學系資訊管理組,國x1.00、英x1.50、數甲x2.00,227.5,50.56
國立陽明交通大學,"資訊管理與財務金融學系財務金融組
(自然組)",國x1.00、英x2.00、數甲x2.00,253,50.60
國立陽明交通大學,"資訊管理與財務金融學系財務金融組(社
會組)",英x1.50、數Ax1.50、公x1.00,204.5,51.12
國立陽明交通大學,管理科學系(自然組),國x1.00、英x1.50、數甲x1.00,170,48.57
國立陽明交通大學,管理科學系(社會組),英x1.50、數Ax1.00、歷x1.00,163,46.57
國立陽明交通大學,運輸與物流管理學系,國x1.00、英x1.50、數甲x1.50、物x1.00,218.5,43.70
國立陽明交通大學,工業工程與管理學系,國x1.00、英x1.50、數甲x1.50、物x1.00,226.5,45.30
國立陽明交通大學,外國語文學系,國x1.50、英x2.00、地x1.00、歷x1.00,272.5,49.55
國立陽明交通大學,傳播與科技學系,國x1.50、英x1.50、地x1.00、歷x1.00,251.5,50.30
國立陽明交通大學,人文社會學系,國x1.00、英x1.00、地x1.00、歷x1.00、公x1.00,239,47.80
國立陽明交通大學,醫學系(自費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,278,55.60
國立陽明交通大學,醫學系(公費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,255,51.00
國立陽明交通大學,牙醫學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,271,54.20
國立陽明交通大學,醫學生物技術暨檢驗學系,英x1.75、數甲x1.00、化x2.00、生x1.75,301.25,46.35
國立陽明交通大學,生物醫學影像暨放射科學系,英x1.00、數甲x1.25、物x1.25、化x1.25、生x1.00,246.5,42.87
國立陽明交通大學,物理治療暨輔助科技學系,英x1.25、數甲x1.00、物x1.00、化x1.00、生x1.25,258.5,47.00
國立陽明交通大學,護理學系,國x1.00、英x1.50、數甲x1.00、化x1.00、生x1.00,238,43.27
國立陽明交通大學,生命科學系暨基因體科學研究所,英x1.25、數甲x1.00、物x1.00、化x1.25、生x1.50,262,43.67
國立陽明交通大學,生物醫學工程學系,英x1.00、數甲x1.00、物x1.00、化x1.00,181,45.25
國立陽明交通大學,學士班大一大二不分系,英x1.25、數甲x1.00、物x1.00、化x1.25、生x1.50,296.5,49.42
國立陽明交通大學,藥學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,253,50.60
淡江大學,中國文學學系,國x2.00、英x1.00、歷x1.50,89,19.78
淡江大學,歷史學系,國x1.50、英x1.00、歷x2.00,119,26.44
淡江大學,資訊與圖書館學系,國x2.00、英x1.00、公x1.00,105,26.25
淡江大學,大眾傳播學系,國x1.00、英x1.00、公x1.00,92,30.67
淡江大學,資訊傳播學系,國x2.00、英x1.00、數Bx1.00、公x1.00,142,28.40
淡江大學,教育科技學系,國x1.00、英x1.00、公x1.50,71,20.29
淡江大學,教育與未來設計學系,國x1.00、英x1.00、公x1.00,55,18.33
淡江大學,英文學系,國x1.00、英x2.00、歷x1.00,71,17.75
淡江大學,英文學系全英語學士班,國x1.00、英x2.00、歷x1.00,83,20.75
淡江大學,法國語文學系,國x1.00、英x1.00、歷x1.00,56,18.67
淡江大學,德國語文學系,國x1.00、英x1.00、地x1.00,58,19.33
淡江大學,西班牙語文學系,國x1.00、英x1.00、歷x1.00,74,24.67
淡江大學,日本語文學系,國x1.50、英x1.50、歷x1.00,117,29.25
淡江大學,俄國語文學系,國x1.00、英x1.50、歷x1.00,73.5,21.00
淡江大學,財務金融學系,國x1.00、英x1.50、數Bx2.00、公x1.00,170.5,31.00
淡江大學,"財務金融學系全球財務管理全英語學士
班",國x1.00、英x2.00、數Bx2.00、公x1.00,85,14.17
淡江大學,產業經濟學系,國x1.00、英x2.00、數Bx1.50、公x2.00,142.5,21.92
淡江大學,國際企業學系經貿管理組,國x1.00、英x1.50、數Bx2.00、歷x1.00,138.5,25.18
淡江大學,國際企業學系國際商學全英語組,國x1.00、英x2.00、數Bx2.00、歷x1.00,78,13.00
淡江大學,風險管理與保險學系,國x1.00、英x1.50、數Bx2.00、歷x1.00,92.5,16.82
淡江大學,經濟學系,國x1.00、英x1.50、數Bx2.00、公x1.00,132,24.00
淡江大學,會計學系,國x1.50、英x1.50、數Bx1.00、公x1.50,154,28.00
淡江大學,企業管理學系,國x1.50、英x2.00、數Bx1.00、歷x1.50,155,25.83
淡江大學,統計學系,國x1.00、數Bx1.50、地x1.50,75,18.75
淡江大學,資訊管理學系,英x2.00、數Bx1.00、公x1.50,108.5,24.11
淡江大學,運輸管理學系,國x2.00、數Bx1.00、地x1.50,141.5,31.44
淡江大學,公共行政學系,國x1.50、歷x1.00、公x1.00,123.5,35.29
淡江大學,管理科學學系,國x2.00、英x1.00、數Bx1.00、公x1.00,106,21.20
淡江大學,外交與國際關係學系全英語學士班,國x1.00、英x1.50、歷x1.00,81.5,23.29
淡江大學,國際觀光管理學系全英語學士班,國x1.00、英x1.25、地x1.00,64.75,19.92
淡江大學,全球政治經濟學系全英語學士班,國x1.00、英x2.00、公x1.00,74,18.50
淡江大學,理學院尖端材料科學學士學位學程,數Ax1.00、物x2.00、化x2.00,107,21.40
淡江大學,數學學系數學組,國x1.00、英x1.00、數甲x2.00,90,22.50
淡江大學,數學學系資料科學與數理統計組,國x1.00、英x1.00、數甲x2.00,87,21.75
淡江大學,化學學系化學與生物化學組,英x1.00、數Ax1.00、化x1.25,82.75,25.46
淡江大學,化學學系材料化學組,英x1.00、數Ax1.00、化x1.25,84.75,26.08
淡江大學,物理學系光電物理組,英x1.00、數Ax1.00、物x2.00,92,23.00
淡江大學,物理學系應用物理組,英x1.00、數Ax1.00、物x2.00,89,22.25
淡江大學,建築學系,國x2.00、英x1.50、數甲x1.25,153.75,32.37
淡江大學,土木工程學系,國x2.00、數甲x1.00、物x1.50,122,27.11
淡江大學,資訊工程學系,國x2.00、英x1.00、數甲x2.00,162,32.40
淡江大學,資訊工程學系全英語學士班,英x2.00、數Bx2.00、歷x1.00,58,11.60
淡江大學,機械與機電工程學系光機電整合組,國x2.00、英x1.00、物x1.00,129,32.25
淡江大學,機械與機電工程學系精密機械組,國x2.00、英x1.00、物x1.00,128,32.00
淡江大學,人工智慧學系,國x1.00、英x1.00、物x1.00,94,31.33
淡江大學,電機工程學系電機資訊組,國x1.00、英x1.00、物x1.50,126.5,36.14
淡江大學,電機工程學系電機通訊組,國x1.00、英x1.00、物x1.50,116,33.14
淡江大學,電機工程學系電機與系統組,國x1.00、英x1.00、物x1.50,120.5,34.43
淡江大學,化學工程與材料工程學系,國x1.00、數甲x1.00、化x1.50,94.5,27.00
淡江大學,航空太空工程學系,英x1.00、數甲x1.00、物x1.00,69,23.00
淡江大學,水資源及環境工程學系水資源工程組,國x2.00、英x1.00、數甲x1.00,110,27.50
淡江大學,水資源及環境工程學系環境工程組,國x2.00、英x1.00、數甲x1.00,112,28.00
逢甲大學,機械與電腦輔助工程學系,國x2.00、英x1.00、數甲x1.50、物x1.50,185.5,30.92
逢甲大學,纖維與複合材料學系,國x2.00、英x1.00、數Ax2.00、化x2.00,203,29.00
逢甲大學,工業工程與系統管理學系A組,國x2.00、英x2.00、數甲x1.00,161,32.20
逢甲大學,工業工程與系統管理學系B組,國x2.00、英x2.00、數Bx1.00、地x1.00,185,30.83
逢甲大學,化學工程學系,國x2.00、英x1.00、數甲x2.00、物x1.00、化x2.00,233,29.12
逢甲大學,航太與系統工程學系,國x2.00、英x1.00、數Ax1.50、物x1.75,219.25,35.08
逢甲大學,精密系統設計學士學位學程,國x2.00、英x1.00、數甲x2.00、物x1.50,172.5,26.54
逢甲大學,應用數學系A組,國x1.75、英x1.75、數甲x2.00,144.25,26.23
逢甲大學,應用數學系B組,國x1.75、英x1.25、數Bx2.00、公x1.00,155.25,25.88
