校名,學系名稱,採計科目及加權(含學測、分科及術科),錄取分數,平均
國立臺灣師範大學,公民教育與活動領導學系,國x1.25、英x1.25、數Bx1.00、公x2.00,248,45.09
國立臺灣師範大學,特殊教育學系,國x1.25、英x1.25、公x1.00,169.75,48.50
國立臺灣師範大學,學習科學學士學位學程,國x1.50、英x1.50、數甲x2.00,223.5,44.70
國立臺灣師範大學,教育學院學士班,國x1.00、英x1.25、公x1.00,160.5,49.38
國立臺灣師範大學,國文學系,國x2.00、英x1.50、地x1.00、歷x1.00,263,47.82
國立臺灣師範大學,英語學系,國x1.50、英x2.00、數Bx1.00、地x1.00、歷x1.00,299,46.00
國立臺灣師範大學,歷史學系,國x1.25、英x1.25、數Bx1.00、地x1.00、歷x1.50,269,44.83
國立臺灣師範大學,地理學系,國x1.00、英x1.25、數Bx1.00、地x1.50、歷x1.00,262,45.57
國立臺灣師範大學,臺灣語文學系,國x1.00、英x1.50、地x1.00、歷x1.50、公x1.50,308.5,47.46
國立臺灣師範大學,數學系,英x1.00、數甲x2.00、物x1.00,159,39.75
國立臺灣師範大學,物理學系,英x1.00、數甲x1.25、物x1.50,163.5,43.60
國立臺灣師範大學,化學系,英x1.00、數甲x1.25、物x1.50、化x1.75,233.5,42.45
國立臺灣師範大學,生命科學系,國x1.00、英x1.25、數Ax1.00、化x1.25、生x1.50,265.25,44.21
國立臺灣師範大學,地球科學系,英x1.00、數甲x2.00、物x2.00、化x1.50,253.5,39.00
國立臺灣師範大學,資訊工程學系,國x1.00、英x1.50、數甲x1.50、物x1.00、化x1.00,277.5,46.25
國立臺灣師範大學,營養科學學士學位學程,國x1.00、英x1.50、數Ax1.00、化x1.50、生x1.50,280,43.08
國立臺灣師範大學,工業教育學系,國x1.00、英x1.00、數甲x1.50,160.5,45.86
國立臺灣師範大學,科技應用與人力資源發展學系,國x1.00、英x1.25、數甲x1.25、物x1.00、化x1.00,228.25,41.50
國立臺灣師範大學,圖文傳播學系,國x1.25、英x1.25、數甲x1.00、物x1.00、化x1.00,221.75,40.32
國立臺灣師範大學,機電工程學系,國x1.00、英x1.50、數甲x2.00、物x2.00、化x1.00,325,43.33
國立臺灣師範大學,電機工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,234,46.80
國立臺灣師範大學,車輛與能源工程學士學位學程,國x1.00、英x1.00、數Ax1.50、物x1.50,221.5,44.30
國立臺灣師範大學,光電工程學士學位學程,國x1.00、英x1.00、數Ax2.00、物x2.00、化x1.50,338,45.07
國立臺灣師範大學,華語文教學系應用華語文學組,國x2.00、英x2.00、歷x1.00,247,49.40
國立臺灣師範大學,東亞學系,國x1.50、英x2.00、數Bx1.00、歷x1.00、公x1.00,295.5,45.46
國立臺灣師範大學,企業管理學系,國x1.50、英x2.00、公x1.00,217,48.22
國立臺灣師範大學,設計學系產品設計組,國x2.00、英x2.00、數Bx2.00、自x1.00、物x1.00,359,44.88
國立臺灣師範大學,音樂學系,國x1.00、英x1.00、歷x1.00、術x2.00,285.82,57.16
國立臺灣師範大學,表演藝術學士學位學程,國x1.75、英x1.25、歷x1.50,215.75,47.94
國立臺灣師範大學,設計學系視覺設計組,國x1.75、英x1.75、歷x1.00、術x2.00,357.6,55.02
國立臺灣師範大學,美術學系繪畫組,國x1.00、英x1.00、歷x1.00、術x1.50,252.24,56.05
國立臺灣師範大學,美術學系水墨畫組,國x1.00、英x1.00、歷x1.00、術x1.50,242.75,53.94
國立臺灣師範大學,體育與運動科學系,國x1.50、英x2.00、數Bx1.00、生x1.50,261,43.50
國立中興大學,中國文學系,國x2.00、英x1.50、歷x1.25,215.25,45.32
國立中興大學,外國語文學系,國x1.00、英x2.00、歷x1.00,189,47.25
國立中興大學,歷史學系,國x1.00、英x1.00、地x1.00、歷x1.50,209,46.44
國立中興大學,台灣人文創新學士學位學程,國x2.00、英x1.00、地x1.50、歷x1.50,287.5,47.92
國立中興大學,財務金融學系,國x1.00、英x2.00、數甲x2.00,220,44.00
國立中興大學,企業管理學系,國x1.00、英x2.00、數Bx2.00、公x1.00,260,43.33
國立中興大學,資訊管理學系,國x1.00、英x2.00、數甲x2.00,222,44.40
國立中興大學,會計學系,國x1.00、英x2.00、數Ax2.00、公x1.00,255,42.50
國立中興大學,行銷學系,國x2.00、英x1.00、地x1.00、歷x1.00,238,47.60
國立中興大學,應用經濟學系,國x1.00、英x2.00、數甲x1.50,196,43.56
國立中興大學,法律學系,國x1.50、英x1.00、數Bx1.00、歷x1.00、公x1.50,290,48.33
國立中興大學,化學系,國x1.00、英x1.50、數甲x2.00、物x1.00、化x2.00,325.5,43.40
國立中興大學,物理學系一般物理組,國x1.00、英x1.50、數甲x1.50、物x1.50、化x1.00,280.5,43.15
國立中興大學,物理學系光電物理組,國x1.00、英x1.50、數甲x1.50、物x1.50、化x1.00,286.5,44.08
國立中興大學,應用數學系應用數學組,國x1.00、英x1.50、數甲x2.00、物x1.50、化x1.00,281,40.14
國立中興大學,應用數學系數據科學與計算組,國x1.00、英x1.50、數甲x2.00、物x1.50、化x1.00,284.5,40.64
國立中興大學,機械工程學系,國x1.00、英x1.50、數甲x2.00、物x2.00、化x1.00,319,42.53
國立中興大學,土木工程學系,國x1.00、英x1.50、數Ax2.00、物x2.00,273.5,42.08
國立中興大學,環境工程學系,國x1.00、英x1.00、數甲x1.50、物x1.50、化x1.50,266.5,41.00
國立中興大學,化學工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,222,44.40
國立中興大學,材料科學與工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,226,45.20
國立中興大學,智慧創意工程學士學位學程,國x1.00、英x1.00、數甲x1.50、物x1.00、化x1.00,242,44.00
國立中興大學,電機工程學系甲組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,252,50.40
國立中興大學,電機工程學系乙組,國x1.00、英x1.25、數甲x1.00、物x1.00、化x1.00,257,48.95
國立中興大學,資訊工程學系,英x1.00、數甲x1.25、物x1.00、化x1.00,200.75,47.24
國立中興大學,電機資訊學院學士班,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,239,47.80
國立中興大學,生物產業機電工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,208,41.60
國立中興大學,水土保持學系,國x1.00、英x1.50、數甲x2.00、物x2.00,246.5,37.92
國立中興大學,食品暨應用生物科技學系,國x1.00、英x1.50、數Ax1.00、化x1.50、生x1.50,273,42.00
國立中興大學,農藝學系,國x1.00、英x1.50、化x1.50、生x1.50,216,39.27
國立中興大學,園藝學系,國x1.00、英x1.50、數Bx1.00、化x1.50、生x2.00,269,38.43
國立中興大學,森林學系林學組,英x1.50、數Bx1.00、物x1.00、化x1.00、生x1.50,221.5,36.92
國立中興大學,森林學系木材科學組,英x1.50、數Bx1.00、物x1.25、化x1.50、生x1.00,220,35.20
國立中興大學,植物病理學系,國x1.00、英x1.50、數Ax1.00、化x1.50、生x1.50,266,40.92
國立中興大學,昆蟲學系,國x1.00、英x1.50、化x1.50、生x1.50,213,38.73
國立中興大學,動物科學系,國x1.00、英x1.50、數Ax1.00、化x1.50、生x1.50,284,43.69
國立中興大學,土壤環境科學系,英x2.00、物x1.00、化x2.00、生x2.00,254,36.29
國立中興大學,生物科技學士學位學程,國x1.00、英x1.50、數甲x1.00、化x1.50、生x1.50,284,43.69
國立中興大學,景觀與遊憩學士學位學程,國x1.00、英x1.50、物x1.00,148.5,42.43
國立中興大學,國際農企業學士學位學程,英x1.75、數甲x1.50、生x1.50,181.75,38.26
國立中興大學,生命科學系(自費),英x1.00、化x1.75、生x1.75,202.75,45.06
國立中興大學,生命科學系(公費),英x1.00、化x1.75、生x1.75,238.5,53.00
國立中興大學,獸醫學系,英x1.50、數甲x1.00、化x1.50、生x1.50,278.5,50.64
國立成功大學,中國文學系,國x1.50、英x1.00、歷x1.00,168.5,48.14
國立成功大學,外國語文學系,國x1.50、英x2.00、數Bx1.25、地x1.00、歷x1.00,297,44.00
國立成功大學,歷史學系,國x1.25、數Bx1.00、地x1.25、歷x1.50,238,47.60
國立成功大學,台灣文學系,國x1.50、英x1.50、數Bx1.00、地x1.00、歷x1.00,262,43.67
國立成功大學,數學系,國x1.00、英x1.50、數甲x2.00、物x1.50、化x1.00,307,43.86
國立成功大學,物理學系,英x1.00、數Ax1.00、數甲x1.00、物x1.00、化x1.00,236,47.20
國立成功大學,化學系,國x1.00、英x1.00、數甲x1.25、物x1.25、化x1.50,280.75,46.79
國立成功大學,地球科學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,215,43.00
國立成功大學,光電科學與工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,240,48.00
國立成功大學,機械工程學系,英x1.00、數甲x2.00、物x2.00,226,45.20
國立成功大學,機械工程學系(普渡雙聯組),英x1.00、數甲x1.00、物x1.00,150,50.00
國立成功大學,化學工程學系,國x1.00、英x1.00、數甲x1.25、物x1.25、化x1.25,269.25,46.83
國立成功大學,材料科學及工程學系,數甲x1.00、物x1.50、化x1.50,196,49.00
國立成功大學,資源工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,225,45.00
國立成功大學,土木工程學系,國x1.00、英x1.00、數Ax1.00、數甲x1.00、物x1.00,219,43.80
國立成功大學,水利及海洋工程學系,國x1.00、英x1.25、數甲x1.75、物x1.50,239,43.45
國立成功大學,工程科學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,244,48.80
國立成功大學,系統及船舶機電工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,228,45.60
國立成功大學,航空太空工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00,188,47.00
國立成功大學,環境工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,220,44.00
國立成功大學,測量及空間資訊學系,國x1.00、英x2.00、數甲x2.00、物x2.00,299,42.71
國立成功大學,生物醫學工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,233,46.60
國立成功大學,工業與資訊管理學系,英x1.00、數Ax1.00、數甲x1.00、物x1.00、化x1.00,227,45.40
國立成功大學,交通管理科學系,國x1.00、英x1.25、數甲x1.25、物x1.00,195,43.33
國立成功大學,企業管理學系,國x1.00、英x2.00、數Bx2.00、公x1.00,287,47.83
國立成功大學,統計學系,國x1.00、英x1.50、數甲x1.50,184.5,46.12
國立成功大學,會計學系,國x1.25、英x2.00、公x1.00,215,50.59
國立成功大學,醫學系(自費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,280,56.00
國立成功大學,醫學系(公費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,260,52.00
國立成功大學,牙醫學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,271,54.20
國立成功大學,醫學檢驗生物技術學系,國x1.00、英x1.25、數甲x1.00、化x1.25、生x1.25,276.75,48.13
國立成功大學,護理學系,國x1.00、英x1.50、數甲x1.00、化x1.00、生x1.50,266.5,44.42
國立成功大學,職能治療學系,國x1.00、英x1.00、數Ax1.00、生x1.00,202,50.50
國立成功大學,物理治療學系,國x1.00、英x1.25、數甲x1.00、物x1.00、生x1.00,255.75,48.71
國立成功大學,藥學系,國x1.00、英x1.00、數甲x1.00、化x1.25、生x1.00,278.25,53.00
國立成功大學,政治學系,國x1.25、英x1.25、歷x1.00、公x1.00,222.75,49.50
國立成功大學,經濟學系(自然組),國x1.50、英x2.00、數甲x2.00,257.5,46.82
國立成功大學,經濟學系(社會組),國x1.00、英x2.00、數Ax2.00、公x2.00,321,45.86
國立成功大學,法律學系,國x1.50、英x1.00、數Bx1.00、歷x1.00、公x1.50,294,49.00
國立成功大學,心理學系,國x1.00、英x1.50、數甲x1.50、化x1.00、生x1.00,276.5,46.08
國立成功大學,電機工程學系,英x1.00、數甲x1.00、物x1.00、化x1.00,209,52.25
國立成功大學,電機工程學系(普渡雙聯組),英x1.00、數甲x1.00、物x1.00、化x1.00,213,53.25
國立成功大學,資訊工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,255,51.00
國立成功大學,資訊工程學系(普渡雙聯組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,259,51.80
國立成功大學,建築學系,英x1.00、數甲x1.25、物x1.25、化x1.00,206,45.78
國立成功大學,都市計劃學系(自然組),國x1.50、英x1.50、數Ax1.50、物x1.00、化x1.00,292,44.92
國立成功大學,都市計劃學系(社會組),國x1.50、英x1.50、數Ax1.50、地x1.00、歷x1.00,299.5,46.08
國立成功大學,工業設計學系,國x1.00、英x1.50、數甲x1.00、物x1.50、化x1.00,264.5,44.08
國立成功大學,生命科學系,英x1.25、數甲x1.00、物x1.00、化x1.50、生x1.50,271.75,43.48
國立成功大學,生物科技與產業科學系,英x1.50、物x1.00、化x1.50、生x1.50,255.5,46.45
國立成功大學,全校不分系學士學位學程,國x1.00、英x1.00、數Ax1.00、數甲x1.00,204,51.00
東吳大學,中國文學系,國x2.00、英x1.00、歷x1.00,123,30.75
東吳大學,歷史學系,國x1.00、英x1.00、歷x2.00,161,40.25
東吳大學,哲學系,國x2.00、英x2.00、公x1.00,157,31.40
東吳大學,政治學系,國x1.50、英x1.50、公x2.00,204,40.80
東吳大學,社會學系,國x1.50、英x1.50、數Bx1.00、公x1.50,175,31.82
東吳大學,社會工作學系,國x1.50、英x1.00、數Bx1.00、公x2.00,166.5,30.27
東吳大學,音樂學系-鋼琴.聲樂.弦樂.理論作曲,國x1.00、英x1.00、歷x1.00、術x2.00,224.56,44.91
東吳大學,音樂學系-銅管樂.木管樂.擊樂,國x1.00、英x1.00、歷x1.00、術x2.00,232.16,46.43
東吳大學,英文學系,國x1.50、英x2.00、歷x1.00,147,32.67
東吳大學,日本語文學系,國x1.50、英x1.50、地x1.00、歷x1.00,191,38.20
東吳大學,德國文化學系,國x1.50、英x2.00、歷x1.50,170.5,34.10
東吳大學,數學系,國x1.50、英x1.50、數甲x2.00,149,29.80
東吳大學,物理學系,英x1.00、數甲x1.50、物x2.00,122.5,27.22
東吳大學,化學系,英x1.00、數甲x1.50、化x2.00,117,26.00
東吳大學,微生物學系,國x1.00、英x1.25、化x1.00,103.75,31.92
東吳大學,心理學系,國x1.00、英x2.00、數甲x1.50,164.5,36.56
東吳大學,法律學系,國x2.00、英x2.00、歷x1.00、公x1.50,312.5,48.08
東吳大學,經濟學系,國x1.50、英x2.00、數Bx2.00、公x1.00,218.5,33.62
東吳大學,會計學系,英x1.25、數Bx1.25、公x1.00,130.5,37.29
東吳大學,企業管理學系,英x1.00、數Bx1.00、公x1.00,97,32.33
東吳大學,國際經營與貿易學系,國x1.00、英x2.00、數Bx1.50、公x1.00,199,36.18
東吳大學,財務工程與精算數學系,國x2.00、英x2.00、公x1.50,189.5,34.45
東吳大學,資訊管理學系,英x1.25、數Bx1.50、公x1.00,117.5,31.33
東吳大學,資料科學系,國x1.00、數Bx1.50、公x1.00,121,34.57
國立政治大學,中國文學系,國x1.50、英x1.25、地x1.00、歷x1.00,233.5,49.16
國立政治大學,歷史學系,國x1.00、英x1.00、社x1.00、地x1.00、歷x1.50,286,52.00
國立政治大學,哲學系,國x1.25、英x1.25、歷x1.00、公x1.25,237.25,49.95
國立政治大學,教育學系,國x1.00、英x2.00、數Bx1.00、社x1.00、公x2.00,333,47.57
國立政治大學,政治學系,國x1.75、英x1.75、歷x1.00、公x2.00,337.25,51.88
國立政治大學,社會學系,國x1.00、英x2.00、公x2.00,257,51.40
國立政治大學,財政學系(A組),國x1.00、英x1.50、數Ax1.50、公x1.00,235,47.00
國立政治大學,財政學系(B組),國x1.00、英x1.50、數甲x1.50,186,46.50
國立政治大學,公共行政學系,國x1.00、英x2.00、公x2.00,259,51.80
國立政治大學,地政學系土地資源規劃組,國x1.50、英x1.50、數Ax1.50、地x1.00、公x1.00,303,46.62
國立政治大學,地政學系土地管理組,國x1.50、英x1.50、數Ax1.50、地x1.00、公x1.00,307,47.23
國立政治大學,地政學系土地測量與資訊組,國x1.25、英x1.50、數甲x2.00、物x1.00、化x1.00,278,41.19
國立政治大學,經濟學系(社會組),英x1.50、數Ax2.00、公x1.00,214,47.56
國立政治大學,經濟學系(自然組),英x1.50、自x1.00、數甲x2.00,207.5,46.11
國立政治大學,民族學系,國x1.00、英x1.00、地x1.25、歷x1.25、公x1.50,294.25,49.04
國立政治大學,外交學系,國x1.50、英x1.75、地x1.00、歷x1.00、公x1.00,326.75,52.28
國立政治大學,國際經營與貿易學系(A組),國x1.50、英x2.00、數Ax2.00、地x1.00、歷x1.00,364.5,48.60
國立政治大學,國際經營與貿易學系(B組),國x1.50、英x2.00、數甲x2.00,264.5,48.09
國立政治大學,金融學系(社會組),國x1.00、英x2.00、數Ax2.00、公x1.00,297,49.50
國立政治大學,金融學系(自然組),國x1.00、英x1.50、數甲x2.00,222.5,49.44
國立政治大學,會計學系(A組),國x1.50、英x2.00、數Ax2.00、公x1.00,306,47.08
國立政治大學,會計學系(B組),國x1.50、英x2.00、數甲x2.00,263.5,47.91
國立政治大學,統計學系(A組),國x1.50、英x1.50、數甲x2.00、地x1.00、歷x1.00,321.5,45.93
國立政治大學,統計學系(B組),國x1.50、英x1.50、數甲x2.00、物x1.00、化x1.00,310.5,44.36
國立政治大學,企業管理學系(A組),國x1.00、英x1.00、數Ax1.00、地x1.50、歷x1.50,299,49.83
國立政治大學,企業管理學系(B組),國x1.00、英x1.00、數甲x2.00,183,45.75
國立政治大學,資訊管理學系(社會組),國x1.00、英x2.00、數Ax2.00、地x1.00、公x1.00,331,47.29
國立政治大學,資訊管理學系(自然組),國x1.00、英x2.00、數甲x2.00,236,47.20
國立政治大學,財務管理學系(A組),國x1.00、英x1.50、地x1.00、歷x1.00、公x1.00,293,53.27
國立政治大學,財務管理學系(B組),國x1.00、英x1.50、數甲x1.50,202,50.50
國立政治大學,風險管理與保險學系(A組),國x1.50、英x2.00、數Ax2.00、公x1.00,306.5,47.15
國立政治大學,風險管理與保險學系(B組),國x1.50、英x2.00、數甲x2.00,257.5,46.82
國立政治大學,傳播學院大一大二不分系(社會組),國x1.50、英x1.50、數Bx1.00、歷x1.00、公x1.00,288.5,48.08
國立政治大學,傳播學院大一大二不分系(自然組),國x1.00、英x1.50、數Ax1.50、物x1.00,226.5,45.30
國立政治大學,英國語文學系,國x1.50、英x2.00、數Bx1.00、地x1.00、歷x1.00,312,48.00
國立政治大學,阿拉伯語文學系,國x1.50、英x1.50、數Bx1.00、地x1.00、歷x1.25,287.75,46.04
國立政治大學,斯拉夫語文學系,國x1.50、英x1.50、地x1.00、歷x1.00,245,49.00
國立政治大學,日本語文學系,國x1.50、英x1.50、歷x1.00、公x1.00,258,51.60
國立政治大學,韓國語文學系,國x1.50、英x1.50、數Bx1.00、地x1.00、歷x1.00,287,47.83
國立政治大學,土耳其語文學系,國x2.00、英x2.00、地x1.00、歷x1.50,319,49.08
國立政治大學,歐洲語文學系法文組,國x1.50、英x1.50、數Bx1.00、地x1.00、歷x1.00,287.5,47.92
國立政治大學,歐洲語文學系德文組,國x1.50、英x1.50、數Bx1.00、地x1.00、歷x1.00,289,48.17
國立政治大學,歐洲語文學系西班牙文組,國x1.50、英x1.50、數Bx1.00、地x1.00、歷x1.00,289,48.17
國立政治大學,東南亞語文學系越文組,國x1.50、英x1.50、地x1.00、歷x1.00、公x1.00,298.5,49.75
國立政治大學,東南亞語文學系泰文組,國x1.50、英x1.50、地x1.00、歷x1.00、公x1.00,300,50.00
